销售经理（工程机械）,5-15k,徐州,3-5年,本科及以上,（一）职责描述：（1）负责螳螂网平台各型设备类产品的销售，全力做好线上客户关系维护和管理，完成部门销售目标；（2）负责螳螂网平台分销类产品市场开发，区域内销售活动的策划和执行，通过电商化的线上模式实现区域的客户覆盖和用户快速增长，完成销售任务；（3）向客户匹配推荐螳螂网上的商品（工程机械、仓储搬运设备、环卫设备、二手工程机械、工程机械备件等），促成订单；（4）负责提高客户满意度，沟通解决从螳螂网平台商品选型下单、商品上下架、商品送货售后等一系列整个交易闭环的所有问题。（二）任职要求：（1）本科及以上学历，机械类、营销类、市场类相关专业，对机械设备行业热爱；（2）1年以上销售类、市场类工作经验，有工业品、工程机械行业采购或销售经验者优先；（3）具有较强的市场销售经验和市场开拓以及出色的谈判能力；（4）反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；（5）愿意进入互联网行业，参与B2B工业电商行业创业和成长，良好的团队合作意识，能承受较大工作压力。
主观评价师（工程机械产品主观评价）,12-25k,徐州,3-5年,本科及以上,岗位职责:职责描述：1、开展工程机械整机主观评价2、通过评价，提出产品改进方案任职要求：1、整机调试或试验测试工程师，工作经验5年以上；2、熟悉2-3类工程机械产品性能，并能够开展基本性能主客观测试与评价；3、熟悉工程机械产品质量体系及基本质量分析工具方法；4、机械相关专业，本科及以上；5、能够独立或带领团队开展1-2类工程工程机械动态性能主观评价。
Business Development Manager （工程机械行业）,20-23k·15薪,南京,10年以上,本科及以上,"POSITION:Job Title: Business Development Manager, Parts & SolutionsReporting Manager Title: Sales Manager, Greater ChinaFunction: SalesLocation & Working Conditions: Nanjing, Jiangsu (Home office)OVERVIEW:This position is intended to develop company downstream offerings and build new revenue streams to achieve Services’ sales target.MAIN DUTIES & RESPONSIBILITIES:- Sales activities of all company’s Services products- Develop new customers and applications according to Services strategy and market plan- Follow up and monitoring of payments- To be part of team efforts in project execution and after-sales services, to assist in resolving complaints or claims- Strong cooperation and collaboration between SSS Sales- Have basic understanding of other functions offerings, in certain cases/areas extensive understanding of these offerings- Other tasks assigned by ManagerKNOWLEDGE AND EXPERIENCE:- Bachelor’s Degree, major in material, machining or welding;- Over 5 years solid experience in the parts sales of all kinds of machinery (Yellow Goods, Mining Equipment, Metallurgy Devices and other heavy industries);- Very rich knowledge in all kinds of processing (Cutting, Bending, Milling & Boring, fabrication and welding) and so on;- Good team working experience and manners;- Independence and result-oriented;- Communication and influence skills- Accounts management skills- English ability for reading and writing is must, expectation excellence in listening and oral"
工程机械KA客户经理-全国,8-10k,南京,5-10年,大专及以上,职位描述： 全国1、负责区域内的经销商的开发与维护，协助经销商建设及维护渠道；2、负责区域内路演、促销等活动的执行工作；3、负责区域内终端网络的建设与维护；任职要求：1、市场营销、汽车、机械等相关专业，专科及以上学历；2、2年以上销售经验，有渠道管理及汽车相关行业销售经验者优先；3、良好的表达与沟通能力、分析解决问题的能力；4、熟练应用各种办公软件；
工程机械产品销售,8-10k·13薪,徐州,3-5年,本科及以上,"岗位职责:1、负责辖区市场信息的收集及竞争对手的分析; 根据市场营销计划，负责区域内工程机械类产品的线上线下销售及推广；2、负责销售区域内销售活动的策划和执行，完成销售任务；3、负责区域内新市场开发,发展新客户，负责维护客户关系。任职资格:1、本科及以上学历，营销类、机械类相关专业，3年以上销售行业工作经验；2、具备一定的市场分析及判断能力，良好的客户服务意识，有一定工程机械产品知识经验和销售经验；3、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力。"
工程机械产品销售经理,10-20k,徐州,3-5年,本科及以上,"岗位职责：1、负责辖区市场信息的收集及竞争对手的分析; 根据市场营销计划，负责区域内工程机械类产品的线上线下销售及推广；2、负责销售区域内销售活动的策划和执行，完成销售任务；3、开拓新市场,发展新客户，负责维护客户关系。任职要求：1、本科及以上学历，市场营销、机械类相关专业，2年以上销售行业工作经验；2、具备一定的市场分析及判断能力，良好的客户服务意识，有一定工程机械产品销售经验；3、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；"
（驻非）工程机械维修,15-18k,扬州,5-10年,中专/中技及以上,任职要求：1、年龄35岁以上；2、熟悉各类移动设备，如挖掘机、装载机、平地机、吊机等，精通液压、电气；3、有大型机械设备公司工作经验者优先；4、身体健康，吃苦耐劳；5、可常驻非洲几内亚
（驻非）工程机械维修,15-18k,连云港,5-10年,中专/中技及以上,任职要求：1、年龄35岁以上；2、熟悉各类移动设备，如挖掘机、装载机、平地机、吊机等，精通液压、电气；3、有大型机械设备公司工作经验者优先；4、身体健康，吃苦耐劳；5、可常驻非洲几内亚
（驻非）工程机械维修,15-18k,南通,5-10年,中专/中技及以上,任职要求：1、年龄35岁以上；2、熟悉各类移动设备，如挖掘机、装载机、平地机、吊机等，精通液压、电气；3、有大型机械设备公司工作经验者优先；4、身体健康，吃苦耐劳；5、可常驻非洲几内亚
业务经理（工程机械  地点常州）,8-12k,常州-武进区,1-3年,统招本科,【岗位职责】1、渠道经销商管理；2、融资租赁业务审批；3、债权的管理和回收；4、融资租赁业务方案及风险处置方案设计与执行；5、与业务合作方及客户进行业务谈判；6、业务数据分析及业务风险的识别与监控。【任职要求】1、本科以上学历；2、一年以上设备销售、渠道管理、信用管理行业相关工作经验者优先；3、熟练使用常用办公软件。
工程机械研究所所长,30-50k,苏州-昆山,5-10年,统招本科,1. 负责组织工程机械（旋挖钻机、连续墙、水平定向钻）新产品研发及现有产品技术性能优化提升； 　　2. 负责公司工程机械产品需求调查、策划、研发全过程管理； 　　3. 负责产品整机设计方案及关键技术方案制定、技术研究、产品设计和产品技术标准制定； 　　4. 负责产品生产经营过程中出现的技术问题的技术支持； 　　5. 负责工程机械研究所的整体管理与人才梯队建设。  　　任职要求： 　　1．统招本科及以上学历，机械、电气、动力、车辆工程等相关专业；       2．从事工程机械产品开发10年以上研发经验，负责过10人以上的研发团队管理经验； 　　3．视眼开阔，善于创新及统筹，领导能力强； 　　5．英语可作为工作语言。
二手工程机械产品销售经理,6-12k,徐州,1-3年,本科及以上,"岗位职责：1、根据市场营销计划，负责区域内二手工程机械类产品的线上线下销售及推广；2、掌握本区域客户信息、产品信息、市场信息，并进行分析，挖掘用户需求，开发市场领域；3、负责销售区域内销售活动的策划和执行，完成销售任务；4、开拓新市场,发展新客户，负责维护客户关系。任职要求：1、本科及以上学历，市场营销、机械类相关专业，2年以上销售行业工作经验；2、具备一定的市场分析及判断能力，良好的客户服务意识，有工程机械设备销售经验者优先；3、性格开朗，诚信自律，勇于挑战自我和开拓创新，具有强烈的事业心；4、有良好的团队合作精神、严格自我管理能力、持续学习能力以及较强的抗压能力。"
销售经理（工程机械/工业自动化）,8-12k,徐州,3-5年,大专及以上,岗位职责：1、广泛收集行业客户信息和同行销售策略，寻求和开拓客户及渠道；2、积极宣传、推广、销售公司产品，争取客户订单，完成销售目标；3、进行前期客户产品项目沟通，项目信息反馈及内部资源协调等售前工作；4、对自己所负责客户承担全部责任，包括但不限于合同谈判及拟定，订单的审核，交付跟进，品质问题、对账问题沟通协调等；5、完成领导安排的其他工作。岗位要求：1、大专及以上学历，3年以上工业自动化或电力电子行业销售类或研发类工作背景，研发人员出身尤佳；2、熟悉电力电子等产品的基础知识，了解工程机械产品应用及行业特点；3、性格开朗，诚信自律，勇于挑战自我和开拓创新，具有强烈的事业心；4、有良好的团队合作精神、严格自我管理能力、持续学习能力以及较强的抗压能力。
工程机械技术支持工程师,薪资面议,无锡-锡山区,3-5年,统招本科,职责描述：1.     负责公司工程机械板块相关业务的现场应用、售前售后技术支持工作2.     为汽车行业特别是工程机械方面的客户提供售前技术咨询，现场测试机展示，对关键技术问题提供现场技术支持3.     与客户沟通了解客户需求并制定详细的技术解决方案4.     参与产品研发、导入阶段的测试、验证、改善工作5.     收集整理客户需求、反馈信息，配合研发改善或开发新产品6.     完成项目经理安排的其他工作任职要求：1.     汽车、电子、机械、软件或相关专业本科及以上学历2.     3年以上汽车电子行业研发、测试、现场应用或售前售后技术支持工作经验3.     有较强的沟通能力，工作积极主动，有较强的分析和解决问题的能力4.     熟悉整车电气原理、架构等方面的知识5.     熟悉CAN、LIN、车载以太网等总线等方面的知识6.     有商用车、工程机械相关行业工作经验者优先7.     有AutoCAD、软件（C/C++）、Codesys、LogiCAD或PLC编程基础者优先8.     能适应频繁出差，有驾照
底盘设计工程师（重卡/工程机械）,10-15k·13薪,无锡-新吴区,1年以下,统招本科,"Roles and Responsibilities include, but are not limited to:Create and update drawings for new structure designOptimize and improve existing structure designBe responsible for production build support and field failure analysis for structuresBe responsible for undercarriage design and improvement, including tracks, rollers, idler & sprocket Required Qualification2+ years of structure design and integration experienceFamiliar with structure design, especially for heavy structures such as frame, track and linkage.Ability to use Creo or other 3D software for structure design and drawing creation.Ability to use FEA software for structure analysis.Skills in undercarriage design/heavy structure design & mechanics analysis will be preferred.Work experience in construction equipment industries will be a plus.角色和责任包括但不限于：创建和更新新结构设计的图形优化和改进现有结构设计负责结构生产施工支护及现场失效分析负责底盘设计和改进，包括履带、滚轴、惰轮和链轮要求的资格2年以上结构设计与集成经验熟悉结构设计，特别是对于框架、轨道、连杆等重型结构。能够使用Creo或其他3D软件进行结构设计和图形创建。能够使用有限元软件进行结构分析。有底盘设计/重型结构设计和力学分析方面的技能优先考虑。有建筑设备行业工作经验者优先考虑。"
销售（工程机械涂料）,8-15k,苏州,5-10年,大专及以上,1、负责所辖地区工程机械企业客户（农用机械、路面机械、主机厂等）的开发，达成涂料销售；2、负责工程机械客户的挖掘，促成涂料涂装一体化合作方式的达成；3、负责客户售前、售中、售后服务的维护、货款的跟催，不断提升客户满意度，且与企业实现双赢；要求：1、40岁以下（经验丰富放宽至50岁以内），大专以上学历；2、有工业涂料行业销售经验优先，有相关客户销售经验亦可；3、工作积极主动、有责任心、自律性强。
工程机械润滑油检测销售工程师,8-24k,南京-建邺区,5-10年,大专及以上,职责描述：开拓润滑油检测市场 （润滑油检测在该行业的应用：各工程机械制造研究院、R&D研发部门、售后维护部、质量部、生产线冲压设备润滑状态监测等。）任职要求：* 丰富的工程机械行业包括矿山客户资源* 机械制造/机械设计本科院校毕业（熟悉液压系统、齿轮箱、发动机等机械原理）* 三年以上成功销售经验（具备行业内知名国企、大型民营企业资源或销售经验尤佳）* 熟悉招投标流程* 具备较强客户服务意识，同时具备商务谈判斡旋的能力* 能够通过学习迅速掌握润滑油检测各项理化指标含义及基本润滑油添加剂组分等基础化学知识* 能够通过学习迅速掌握先进的润滑知识和理念* 英语四级* Team Work!
Regional Sales Manager (工程机械行业),20-25k·15薪,苏州,10年以上,本科及以上,"POSITION:Job Title: Regional Sales ManagerReporting Manager Title: Area Sales Manager, South ChinaFunction: SalesLocation & Working Conditions: Suzhou areaOVERVIEW:Regional Sales Manager to cover business of China South; the sales activities for all the main products of company and provide close service to the existing customers/potential customers and market promotion according to the companies market plan and strategy.MAIN DUTIES & RESPONSIBILITIES:- Sales activities including but not limited: customer visits, products promotion, price offering and other customer communications to cover the geographic area;- Find new opportunities to upgrade business possibilities with customers and develop new applications.- Build up Marketing and sales development plan and activity plan to achieve better results within responsible sales area;- Monitoring of competitor and market activities and to communicate this information to the organization;- Follow up and monitoring of payments;- To be part of team efforts in project execution and after-sales services, to assist in resolving complains or claims. Drive the implementation of Value Added Service offerings and advanced Steel Competence Cluster solutions.- Supply weekly report including but not limited all customer visits and activities, competitors, industry and market related information;- Other sales related tasks assigned by manager.KNOWLEDGE AND EXPERIENCE:- Knowledge of Construction Machinery equipment- Ability to handle complex business- Build up long term relation, strong industry knowledge- Independent and result-oriented- Strong communication and technical skills, technical structural engineer background will be a plus;- Enhanced accounts management skills- Collaborates to provide good team work- Problem and solution oriented- Bachelor Degree in Mechanical Engineering- Minimum 5 years solid working experience in sales area;- Professional with excellent presentation skills- Frequent travel- Excellent command of English in reading, writing, listening and speaking;"
大客户销售工程师（工程机械行业）,薪资面议,南京-江宁区,3-5年,大专及以上,岗位职责:市场及营销	1、负责区域内的销售工作，为客户提供产品和方案；2、结合市场情况、客户情况和销售目标，策划销售计划及执行；3、负责老客户的维护和新客户的开拓；4、按照CRM系统要求，建立客户档案，制定拜访计划、提交客户拜访记录和商机等；5、支持其他部门做好日常相关工作。任职资格:1、大专以上学历，专业不限；2、具有工程机械行业的配套零部件件产品销售经验(液压配套件、传动配套件优先)，熟悉本行业的客户需求信息；3、具备优质的客户资源；4、良好的销售战略策划和商务汇报能力；5、具有英语听说读写能力优秀者优先。
销售工程师-工程机械,薪资面议,南京-江宁区,1-3年,本科及以上,岗位职责:市场及营销	1、具体负责工业行星所负责客户或区域的销售工作，为客户提供产品和方案；2、结合市场情况、客户情况和销售目标，策划销售计划及执行；3、达成销售目标，聚焦重点客户及客户需求；4、搜集并反馈产品市场信息，竞品信息。客户关系管理	1、负责老客户的维护和新客户的开拓；2、建立客户档案，制定客户关系维护计划；3、打造战略合作伙伴的客户关系；4、负责客户各种突发事件的协调和相应事宜的处理。行为规范	1、按照CRM系统要求，建立客户档案，制定拜访计划、提交客户拜访记录和商机等；2、严格遵守公司各项规章制度。其他1、完成领导交办的其他工作，提供业务建议；2、支持其他部门做好日常相关工作。任职资格:1、 大专以上学历，专业不限；2、 具有5年以上工程机械行业的配套零部件件产品销售经验(液压配套件、传动配套件优先)，熟悉本行业的客户需求信息；3、 具备优质的客户资源；4、 良好的销售战略策划和商务汇报能力；5、具有英语听说读写能力优秀者优先。
大客户经理（客车、卡车工程机械领域）,5-15k,苏州,1-3年,大专及以上,职责描述：1.负责客车、卡车、工程机械行业市场调查、开发进度跟踪、新客户开发支持；2.负责完成各项营销目标，对负责的客户资源销售目标的达成情况负责；3.客户各项款项跟踪及回收；4.定期收集整理重点客户信息、掌握其发展动态。岗位要求：1.专业不限，大专及以上学历；2.5年以上销售岗位工作经验，有汽车涂装材料领域销售经验或大客户管理经验者优先；熟悉汽车整车制造尤其涂装领域的优秀；3.有出色的客户服务意识、较强的业务拓展能力、较强的商务谈判能力及大客户公关能力；4.使用短途出差，有驾照者优先。
